345.25,-35.00,58.00,-11.960,-13.080,5.990
139574,1.06,-34.75,-170.50,-6.830,0.480,-8.140
139586,1.06,-34.56,-170.56,-6.890,0.470,-8.370
139598,1.06,-34.38,-170.62,-7.030,0.720,-8.350
139612,1.06,-34.19,-170.75,-7.240,0.850,-8.240
139624,1.06,-33.94,-170.94,-7.100,0.550,-7.720
139636,1.00,-33.81,-171.06,-6.960,0.390,-7.800
139648,1.00,-33.75,-171.19,-6.800,0.440,-8.250
139662,1.00,-33.69,-171.31,-6.800,0.700,-8.340
139674,1.06,-33.63,-171.56,-6.880,1.080,-8.130
139686,1.06,-33.56,-171.75,-6.780,1.030,-7.830
139698,1.06,-33.63,-171.87,-6.580,0.870,-7.840
139712,1.06,-33.63,-171.94,-6.460,0.880,-7.970
139724,1.12,-33.75,-172.19,-6.280,1.280,-8.220
139736,1.12,-33.81,-172.25,-6.350,1.290,-8.060
139748,1.12,-33.94,-172.37,-6.220,1.300,-7.760
139762,1.19,-34.00,-172.44,-6.090,0.910,-7.570
139774,1.31,-34.13,-172.62,-6.040,0.910,-8.030
139786,1.37,-34.25,-172.62,-6.000,0.960,-8.330
139798,1.44,-34.38,-172.62,-6.060,1.490,-8.220
