frame,t_ms,wrist_x,wrist_y,index_mcp_x,index_mcp_y,middle_mcp_x,middle_mcp_y,ring_mcp_x,ring_mcp_y,hand_score,handedness
2089,69743.900,0.267082,1.019712,0.355225,0.802617,0.365838,0.852475,0.371515,0.917796,0.9666,Right
2090,69777.211,0.278668,0.992803,0.372743,0.789641,0.385795,0.842394,0.392338,0.909079,0.9819,Right
2091,69810.533,0.280223,0.989626,0.374347,0.798335,0.382331,0.853870,0.383171,0.924332,0.9809,Right
2092,69843.844,0.264800,0.999416,0.361016,0.810357,0.367067,0.867647,0.368376,0.937170,0.9544,Right
2093,69877.156,0.245494,1.018721,0.341623,0.855679,0.348819,0.918981,0.351674,0.989856,0.9508,Right
2094,69910.467,0.223921,1.053612,0.313620,0.867521,0.314607,0.915253,0.314763,0.979382,0.9562,Right
2095,69943.789,0.205554,1.048760,0.303757,0.882094,0.308091,0.938649,0.309210,1.006032,0.9578,Right
2096,69977.100,0.227929,1.044443,0.315412,0.869413,0.321107,0.932497,0.324375,1.006492,0.9420,Right
2097,70010.411,0.247552,1.019470,0.335593,0.838152,0.344952,0.896926,0.349444,0.966111,0.9548,Right
2098,70043.733,0.267042,0.990227,0.357704,0.809881,0.364765,0.865377,0.365841,0.931952,0.9514,Right
2099,70077.044,0.279675,0.983895,0.367235,0.790714,0.378182,0.845538,0.382501,0.915868,0.9866,Right
2100,70110.356,0.270076,0.975427,0.362735,0.792951,0.370634,0.846809,0.372980,0.913476,0.9756,Right
2101,70143.678,0.256543,1.003868,0.345426,0.807058,0.351603,0.863710,0.353004,0.934782,0.9708,Right
2102,70176.989,0.238018,1.028924,0.326349,0.842427,0.331900,0.901610,0.334130,0.972121,0.9620,Right
2103,70210.300,0.238237,1.066978,0.317748,0.872315,0.326174,0.924716,0.332162,0.991107,0.9539,Right
2104,70243.622,0.244169,1.064070,0.323383,0.868752,0.331007,0.913430,0.337580,0.972506,0.9378,Right
2105,70276.933,0.257019,1.033613,0.337264,0.847228,0.347650,0.907266,0.353715,0.975043,0.9789,Right
2106,70310.244,0.274788,0.988478,0.365592,0.804951,0.375035,0.845730,0.380084,0.904384,0.9656,Right
2107,70343.567,0.305680,0.976466,0.377422,0.749737,0.396440,0.767513,0.413480,0.815208,0.9989,Right
2108,70376.878,0.323219,0.968658,0.379683,0.730401,0.401337,0.732762,0.425828,0.764098,0.9976,Right
2109,70410.189,0.322560,0.971551,0.387158,0.730571,0.408752,0.733541,0.433186,0.763420,0.9962,Right
2110,70443.511,0.329376,0.989032,0.390547,0.739138,0.411636,0.740319,0.435915,0.774651,0.9981,Right
2111,70476.822,0.314241,1.011332,0.388068,0.762865,0.411619,0.769720,0.436532,0.804860,0.9953,Right
2112,70510.133,0.305408,1.055544,0.375032,0.789733,0.395354,0.798967,0.416853,0.835617,0.9946,Right
2113,70543.456,0.297149,1.062356,0.373052,0.791739,0.393678,0.806322,0.414985,0.846811,0.9957,Right
2114,70576.767,0.288367,1.037679,0.378719,0.777444,0.401303,0.784383,0.423854,0.821916,0.9951,Right
2115,70610.078,0.314063,1.018222,0.396550,0.734898,0.417826,0.732360,0.442598,0.767924,0.9955,Right
2116,70643.389,0.339430,0.994770,0.411717,0.683362,0.427662,0.680125,0.450277,0.709543,0.9844,Right
2117,70676.711,0.346322,0.966005,0.428608,0.650155,0.439454,0.639032,0.460165,0.664478,0.9488,Right
2118,70710.022,0.347425,0.952944,0.433827,0.624361,0.442330,0.613246,0.461349,0.637769,0.9246,Right
2119,70743.333,0.341519,0.955028,0.430443,0.625989,0.440748,0.614758,0.461645,0.639331,0.9291,Right
2120,70776.656,0.339127,0.977100,0.425937,0.649420,0.435295,0.640548,0.454193,0.667104,0.9755,Right
2121,70809.967,0.332633,1.000699,0.409189,0.684088,0.424083,0.683033,0.446371,0.711102,0.9860,Right
2122,70843.278,0.314245,1.015694,0.394812,0.715934,0.413829,0.718456,0.437900,0.753193,0.9935,Right
2123,70876.600,0.305036,1.005308,0.395574,0.711574,0.413813,0.716040,0.436464,0.750371,0.9905,Right
2124,70909.911,0.327197,1.000551,0.410951,0.687862,0.425077,0.687353,0.446575,0.720043,0.9790,Right
2125,70943.222,0.332422,0.968329,0.419170,0.647743,0.430586,0.637654,0.450680,0.665277,0.9799,Right
2126,70976.544,0.341470,0.946580,0.430137,0.620734,0.439962,0.608901,0.460241,0.631331,0.9164,Right
2127,71009.856,0.353901,0.932567,0.422766,0.606395,0.435573,0.591147,0.459488,0.611793,0.8916,Right
2128,71043.167,0.347997,0.941263,0.438084,0.608056,0.446330,0.597545,0.465664,0.620783,0.9088,Right
2129,71076.489,0.339213,0.971693,0.431157,0.636286,0.443772,0.628315,0.465588,0.655526,0.9772,Right
2130,71109.800,0.338808,1.002396,0.414716,0.674661,0.431481,0.674619,0.456066,0.703412,0.9909,Right
2131,71143.111,0.321539,1.008638,0.401514,0.705344,0.420828,0.707209,0.445513,0.742228,0.9927,Right
2132,71176.433,0.321786,1.009137,0.401878,0.701801,0.423473,0.705609,0.448976,0.738873,0.9870,Right
2133,71209.744,0.332219,0.985468,0.411929,0.677612,0.430432,0.678094,0.454718,0.708935,0.9744,Right
2134,71243.056,0.342989,0.958102,0.430074,0.637986,0.439850,0.627933,0.459273,0.653615,0.9638,Right
2135,71276.367,0.350741,0.938215,0.432257,0.609837,0.440749,0.598965,0.461580,0.622261,0.9067,Right
2136,71309.689,0.361605,0.919942,0.421507,0.602370,0.435628,0.587401,0.462290,0.606245,0.9371,Right
2137,71343.000,0.355497,0.929890,0.438509,0.593053,0.445718,0.586119,0.464836,0.611278,0.9310,Right
2138,71376.311,0.342859,0.952899,0.437002,0.620387,0.443381,0.612691,0.461030,0.641218,0.9652,Right
2139,71409.633,0.333702,0.984554,0.411849,0.663710,0.428105,0.662889,0.451877,0.689627,0.9923,Right
2140,71442.944,0.318421,1.001442,0.403481,0.695444,0.419897,0.700670,0.442322,0.737387,0.9941,Right
2141,71476.256,0.317166,0.994786,0.400358,0.691760,0.417745,0.692386,0.440491,0.724721,0.9895,Right
2142,71509.578,0.327283,0.972655,0.408704,0.665837,0.427308,0.661066,0.452113,0.688016,0.9717,Right
2143,71542.889,0.338969,0.947768,0.426550,0.633014,0.435147,0.619337,0.452729,0.642229,0.9626,Right
2144,71576.200,0.343998,0.927730,0.428883,0.609279,0.436280,0.599119,0.454518,0.622683,0.9270,Right
2145,71609.522,0.344771,0.924886,0.427950,0.604024,0.439457,0.590386,0.459705,0.611380,0.9292,Right
2146,71642.833,0.328834,0.939100,0.423222,0.618475,0.430338,0.608102,0.448249,0.632687,0.9575,Right
2147,71676.144,0.315438,0.972534,0.401961,0.660110,0.413917,0.648314,0.435977,0.671256,0.9794,Right
2148,71709.467,0.312152,0.989900,0.393381,0.684290,0.405900,0.681545,0.425580,0.711275,0.9932,Right
2149,71742.778,0.307559,0.994980,0.388701,0.700818,0.403388,0.697950,0.424189,0.728950,0.9903,Right
2150,71776.089,0.309361,0.981889,0.398327,0.677573,0.407131,0.669484,0.424328,0.698939,0.9783,Right
2151,71809.411,0.318663,0.964424,0.408299,0.650765,0.417603,0.637727,0.437608,0.661734,0.9375,Right
2152,71842.722,0.329481,0.939003,0.415840,0.625541,0.422917,0.610915,0.441621,0.628922,0.9061,Right
2153,71876.033,0.335846,0.923877,0.419054,0.612396,0.428332,0.597441,0.446182,0.614603,0.8969,Right
2154,71909.356,0.326990,0.932684,0.421271,0.611550,0.423383,0.600682,0.439666,0.623356,0.9214,Right
2155,71942.667,0.303878,0.965575,0.399978,0.638762,0.404121,0.628270,0.420303,0.654063,0.9755,Right
2156,71975.978,0.301659,0.984458,0.384207,0.668971,0.392850,0.663136,0.411396,0.690897,0.9791,Right
2157,72009.289,0.291434,0.991636,0.375364,0.683660,0.387618,0.680626,0.407084,0.710961,0.9873,Right
2158,72042.611,0.297450,0.986348,0.391076,0.673561,0.396947,0.670962,0.411434,0.702047,0.9715,Right
2159,72075.922,0.306767,0.972646,0.395921,0.661700,0.404570,0.650345,0.420906,0.675564,0.9616,Right
2160,72109.233,0.318344,0.952186,0.407740,0.635697,0.412420,0.620624,0.428649,0.640861,0.9190,Right
2161,72142.556,0.325532,0.929759,0.412119,0.618145,0.418643,0.602587,0.436268,0.618377,0.8883,Right
2162,72175.867,0.324440,0.924794,0.413899,0.611630,0.420139,0.598348,0.436457,0.617609,0.8919,Right
2163,72209.178,0.302157,0.942555,0.402164,0.629696,0.402228,0.616200,0.418057,0.640889,0.9565,Right
2164,72242.500,0.282539,0.971811,0.385817,0.650288,0.384859,0.642820,0.395880,0.670597,0.9784,Right
2165,72275.811,0.261699,0.992109,0.369486,0.669681,0.366033,0.664487,0.374876,0.695907,0.9718,Right
2166,72309.122,0.251086,0.991082,0.356084,0.675855,0.354871,0.668712,0.361234,0.697385,0.9725,Right
2167,72342.444,0.249792,0.985230,0.357915,0.656278,0.355937,0.652749,0.363127,0.681115,0.9794,Right
2168,72375.756,0.254511,0.954246,0.368382,0.632823,0.364764,0.625476,0.371927,0.652353,0.9780,Right
2169,72409.067,0.251400,0.923694,0.372374,0.612743,0.369170,0.600150,0.375490,0.617725,0.9744,Right
2170,72442.389,0.232913,0.905106,0.370930,0.589602,0.365227,0.575817,0.367343,0.597138,0.9832,Right
2171,72475.700,0.203320,0.905189,0.344030,0.606465,0.338045,0.587698,0.341563,0.602637,0.9836,Right
2172,72509.011,0.173319,0.910946,0.318754,0.606662,0.307541,0.588454,0.303870,0.601648,0.9874,Right
2173,72542.333,0.132910,0.907052,0.292375,0.600024,0.281853,0.585020,0.275997,0.600017,0.9709,Right
2174,72575.644,0.099636,0.905892,0.270897,0.602057,0.258887,0.588209,0.249824,0.604621,0.9791,Right
2175,72608.956,0.085675,0.904529,0.266662,0.612989,0.253684,0.593192,0.242167,0.600812,0.9892,Right
2176,72642.278,0.093501,0.891960,0.278922,0.612477,0.262399,0.591755,0.247429,0.598483,0.9910,Right
2177,72675.589,0.098126,0.871732,0.283061,0.605468,0.267624,0.583899,0.254560,0.589080,0.9888,Right
2178,72708.900,0.096635,0.851292,0.285550,0.586732,0.270702,0.562355,0.256995,0.567294,0.9912,Right
2179,72742.222,0.077366,0.824505,0.275012,0.563957,0.257194,0.543125,0.235835,0.548157,0.9910,Right
2180,72775.533,0.058560,0.802420,0.264240,0.567012,0.240264,0.537338,0.213887,0.533333,0.9885,Right
2181,72808.844,0.051641,0.782893,0.253536,0.570527,0.225447,0.533913,0.194033,0.525334,0.9870,Right
2182,72842.156,0.043665,0.762548,0.242903,0.558316,0.214154,0.520803,0.180977,0.510193,0.9879,Right
2183,72875.478,0.045515,0.745194,0.241984,0.557261,0.212026,0.514644,0.176615,0.503224,0.9830,Right
2184,72908.789,0.062261,0.738141,0.250930,0.544283,0.222968,0.505569,0.188976,0.498342,0.9939,Right
2185,72942.100,0.075597,0.744623,0.260788,0.533138,0.233030,0.497721,0.198797,0.495226,0.9930,Right
2186,72975.422,0.081921,0.737925,0.270901,0.542467,0.243647,0.506374,0.210481,0.506258,0.9952,Right
2187,73008.733,0.091999,0.740895,0.276136,0.544061,0.249713,0.508654,0.215320,0.507650,0.9958,Right
2188,73042.044,0.090625,0.740735,0.272698,0.545603,0.243737,0.509223,0.207914,0.505971,0.9937,Right
2189,73075.367,0.086409,0.734839,0.261642,0.542357,0.229814,0.502476,0.192152,0.496033,0.9938,Right
2190,73108.678,0.068160,0.727428,0.238733,0.534362,0.207670,0.496331,0.171224,0.490520,0.9958,Right
2191,73141.989,0.066349,0.723937,0.235450,0.530552,0.202755,0.491672,0.164878,0.485770,0.9959,Right
2192,73175.311,0.077132,0.725401,0.241252,0.533344,0.211303,0.494982,0.174980,0.490541,0.9965,Right
2193,73208.622,0.097494,0.729015,0.259996,0.547122,0.229531,0.505872,0.192586,0.497291,0.9973,Right
2194,73241.933,0.107872,0.727835,0.273931,0.549093,0.243092,0.508796,0.206792,0.501887,0.9975,Right
2195,73275.256,0.113250,0.726856,0.278789,0.548641,0.250457,0.510194,0.216308,0.504499,0.9974,Right
2196,73308.567,0.109420,0.724817,0.278494,0.541257,0.249523,0.504951,0.215314,0.504060,0.9974,Right
2197,73341.878,0.103914,0.729142,0.271614,0.550052,0.241972,0.514103,0.206704,0.510338,0.9954,Right
2198,73375.200,0.091834,0.737540,0.258229,0.554636,0.227965,0.515084,0.191841,0.507970,0.9959,Right
2199,73408.511,0.077837,0.733818,0.241598,0.541913,0.210195,0.505870,0.173769,0.502544,0.9952,Right
2200,73441.822,0.077106,0.732494,0.235315,0.537997,0.204834,0.503030,0.168271,0.500564,0.9954,Right
2201,73475.144,0.082775,0.730645,0.242604,0.533710,0.210854,0.500163,0.173878,0.499839,0.9958,Right
2202,73508.456,0.099907,0.732364,0.258620,0.540701,0.228017,0.504155,0.191467,0.499939,0.9973,Right
2203,73541.767,0.115103,0.736123,0.270973,0.541201,0.241536,0.506577,0.206166,0.505240,0.9976,Right
2204,73575.078,0.121483,0.731797,0.284960,0.546148,0.255809,0.511161,0.220176,0.510862,0.9982,Right
2205,73608.400,0.119300,0.731646,0.286375,0.546994,0.257831,0.511838,0.223314,0.511440,0.9962,Right
2206,73641.711,0.108105,0.738909,0.272864,0.547979,0.242732,0.512037,0.207264,0.509986,0.9963,Right
2207,73675.022,0.092147,0.748389,0.254947,0.555483,0.224214,0.517922,0.188205,0.513500,0.9955,Right
2208,73708.344,0.079085,0.747960,0.238655,0.544794,0.207618,0.510885,0.171992,0.509943,0.9953,Right
2209,73741.656,0.083672,0.745440,0.237406,0.544048,0.206240,0.510834,0.169225,0.510583,0.9947,Right
2210,73774.967,0.088242,0.750133,0.247821,0.547463,0.215841,0.512519,0.178292,0.511325,0.9958,Right
2211,73808.289,0.106111,0.755845,0.263358,0.559426,0.232558,0.521030,0.195538,0.515926,0.9968,Right
2212,73841.600,0.112266,0.751197,0.276232,0.563129,0.245500,0.524876,0.208630,0.521772,0.9972,Right
2213,73874.911,0.109002,0.748662,0.274876,0.555382,0.244407,0.519940,0.208620,0.520508,0.9961,Right
2214,73908.233,0.100818,0.753183,0.264732,0.551813,0.232969,0.517362,0.196253,0.517414,0.9960,Right
2215,73941.544,0.086251,0.757056,0.248137,0.557143,0.217804,0.521985,0.182118,0.520383,0.9951,Right
2216,73974.856,0.076181,0.758854,0.236966,0.557256,0.205261,0.522388,0.168902,0.521508,0.9958,Right
2217,74008.178,0.078606,0.759194,0.234613,0.555466,0.203132,0.521503,0.165726,0.521708,0.9946,Right
2218,74041.489,0.085172,0.761288,0.242323,0.553249,0.209321,0.519006,0.171868,0.520459,0.9965,Right
2219,74074.800,0.101285,0.760192,0.260102,0.565438,0.229456,0.527110,0.192604,0.522432,0.9952,Right
2220,74108.122,0.109217,0.759463,0.274014,0.565130,0.243423,0.526544,0.206694,0.521840,0.9972,Right
2221,74141.433,0.108616,0.752011,0.272375,0.555424,0.242183,0.520133,0.206134,0.518982,0.9964,Right
2222,74174.744,0.105724,0.753489,0.269260,0.557969,0.237874,0.520163,0.200696,0.516499,0.9958,Right
2223,74208.056,0.092089,0.758321,0.253108,0.558249,0.221262,0.519857,0.184511,0.515484,0.9951,Right
2224,74241.378,0.080572,0.758487,0.239443,0.559761,0.207731,0.523500,0.171222,0.519416,0.9940,Right
2225,74274.689,0.078560,0.764553,0.230191,0.554224,0.197899,0.520470,0.160445,0.519121,0.9936,Right
2226,74308.000,0.081479,0.764187,0.235422,0.558883,0.203071,0.523696,0.164931,0.521629,0.9957,Right
2227,74341.322,0.096877,0.771084,0.251476,0.566540,0.218526,0.527938,0.180412,0.523811,0.9957,Right
2228,74374.633,0.109504,0.766504,0.264304,0.571592,0.233466,0.533335,0.196826,0.528090,0.9965,Right
2229,74407.944,0.113847,0.757190,0.276133,0.566167,0.244359,0.527446,0.207373,0.523586,0.9957,Right
2230,74441.267,0.110674,0.757033,0.271919,0.559835,0.240933,0.522083,0.204706,0.518637,0.9958,Right
2231,74474.578,0.096354,0.761386,0.256056,0.565495,0.224864,0.528391,0.189194,0.524245,0.9957,Right
2232,74507.889,0.083141,0.770162,0.240849,0.567604,0.209099,0.530265,0.172764,0.526337,0.9945,Right
2233,74541.211,0.067909,0.773503,0.225413,0.565001,0.192810,0.529197,0.155842,0.528586,0.9942,Right
2234,74574.522,0.070715,0.780239,0.225087,0.568089,0.192255,0.532577,0.154085,0.530935,0.9940,Right
2235,74607.833,0.079171,0.786120,0.240384,0.576290,0.207711,0.538974,0.169694,0.535922,0.9930,Right
2236,74641.156,0.092550,0.792440,0.247259,0.573295,0.216676,0.543153,0.180961,0.547133,0.9974,Right
2237,74674.467,0.094526,0.786741,0.260177,0.584427,0.230229,0.551528,0.195415,0.554730,0.9973,Right
2238,74707.778,0.092117,0.788708,0.255311,0.568615,0.226688,0.537475,0.192840,0.541939,0.9949,Right
2239,74741.100,0.077650,0.791760,0.238651,0.573147,0.207724,0.540940,0.172577,0.542077,0.9940,Right
2240,74774.411,0.061314,0.799383,0.221415,0.573702,0.188775,0.541116,0.151663,0.544339,0.9957,Right
2241,74807.722,0.047463,0.812265,0.201883,0.585008,0.170588,0.554716,0.133838,0.559206,0.9951,Right
2242,74841.044,0.033434,0.813432,0.183445,0.585317,0.151935,0.559951,0.116334,0.569557,0.9943,Right
2243,74874.356,0.021173,0.815770,0.169266,0.587640,0.138693,0.564568,0.103842,0.576971,0.9963,Right
2244,74907.667,0.014646,0.823233,0.159379,0.589555,0.130343,0.568470,0.096881,0.583869,0.9974,Right
2245,74940.978,0.008879,0.825655,0.152081,0.589655,0.124337,0.572755,0.092827,0.590074,0.9973,Right
2246,74974.300,-0.000012,0.820524,0.145408,0.588311,0.118788,0.572099,0.089751,0.592878,0.9975,Right
2247,75007.611,0.004265,0.821165,0.146876,0.585939,0.122576,0.570683,0.096453,0.591299,0.9978,Right
2248,75040.922,0.016574,0.827716,0.151784,0.572387,0.126249,0.560499,0.101439,0.583849,0.9978,Right
2249,75074.244,0.028098,0.824178,0.165843,0.563580,0.142853,0.552236,0.121594,0.575361,0.9980,Right
2250,75107.556,0.045929,0.820166,0.180020,0.546453,0.159641,0.536624,0.141213,0.560266,0.9977,Right
2251,75140.867,0.066013,0.802391,0.197502,0.526542,0.180254,0.518003,0.165862,0.540622,0.9959,Right
2252,75174.189,0.087706,0.784679,0.219076,0.505067,0.204525,0.498002,0.192882,0.518975,0.9931,Right
2253,75207.500,0.106996,0.764029,0.241037,0.487433,0.227625,0.480540,0.216719,0.500253,0.9912,Right
2254,75240.811,0.117440,0.748021,0.254369,0.491297,0.242034,0.484343,0.231459,0.501081,0.9910,Right
2255,75274.133,0.125996,0.742071,0.257996,0.484349,0.246064,0.475756,0.235699,0.491067,0.9899,Right
2256,75307.444,0.121462,0.748843,0.251261,0.481330,0.240529,0.474384,0.231411,0.491444,0.9910,Right
2257,75340.756,0.114870,0.764685,0.240085,0.485618,0.229910,0.479458,0.220967,0.498033,0.9942,Right
2258,75374.078,0.099785,0.790096,0.227796,0.516598,0.214942,0.504308,0.203104,0.520340,0.9947,Right
2259,75407.389,0.079615,0.815898,0.216126,0.542503,0.199481,0.530635,0.184026,0.548664,0.9961,Right
2260,75440.700,0.077659,0.840127,0.210654,0.548917,0.194946,0.541293,0.178928,0.564048,0.9948,Right
2261,75474.022,0.088685,0.837323,0.218716,0.540743,0.204273,0.534961,0.190486,0.558243,0.9950,Right
2262,75507.333,0.109159,0.819441,0.237539,0.516647,0.225556,0.513985,0.215042,0.536595,0.9884,Right
2263,75540.644,0.129403,0.785862,0.253937,0.502120,0.243823,0.499535,0.235374,0.519745,0.9890,Right
2264,75573.967,0.131591,0.773526,0.266645,0.497456,0.255190,0.492342,0.245218,0.507312,0.9876,Right
2265,75607.278,0.123152,0.776008,0.252110,0.499197,0.240722,0.492474,0.231319,0.510592,0.9873,Right
2266,75640.589,0.107712,0.795190,0.235365,0.504454,0.225478,0.498647,0.216857,0.519817,0.9931,Right
2267,75673.911,0.091311,0.832705,0.223856,0.536217,0.209559,0.529346,0.196691,0.552795,0.9937,Right
2268,75707.222,0.088277,0.857761,0.220731,0.556727,0.205556,0.550947,0.193179,0.574407,0.9915,Right
2269,75740.533,0.093676,0.868124,0.219979,0.551512,0.207516,0.549810,0.196275,0.577298,0.9940,Right
2270,75773.856,0.109194,0.845380,0.234250,0.530457,0.223321,0.528723,0.214586,0.552930,0.9916,Right
2271,75807.167,0.121180,0.819027,0.246742,0.513960,0.236854,0.512771,0.230382,0.535310,0.9828,Right
2272,75840.478,0.131600,0.792580,0.258913,0.495453,0.249500,0.495617,0.242883,0.515789,0.9793,Right
2273,75873.789,0.130572,0.793292,0.255251,0.496396,0.245773,0.493736,0.239030,0.512832,0.9742,Right
2274,75907.111,0.119963,0.799057,0.244703,0.506342,0.235021,0.502308,0.227155,0.522880,0.9893,Right
2275,75940.422,0.104165,0.824891,0.230829,0.521662,0.220493,0.518852,0.211958,0.543760,0.9930,Right
2276,75973.733,0.087489,0.850706,0.220668,0.545053,0.208384,0.540437,0.197742,0.566078,0.9939,Right
2277,76007.056,0.086400,0.863937,0.214594,0.554167,0.202033,0.551250,0.192229,0.577396,0.9933,Right
2278,76040.367,0.102532,0.843142,0.229598,0.536561,0.216003,0.532055,0.204804,0.555727,0.9902,Right
2279,76073.678,0.117537,0.806543,0.240415,0.509426,0.230050,0.506329,0.222273,0.527040,0.9875,Right
2280,76107.000,0.130824,0.776181,0.259256,0.487860,0.249110,0.484027,0.240597,0.502523,0.9814,Right
2281,76140.311,0.129781,0.763423,0.261917,0.484604,0.250199,0.479961,0.240546,0.497083,0.9850,Right
2282,76173.622,0.122461,0.769515,0.250566,0.491284,0.239866,0.483233,0.230685,0.500012,0.9901,Right
2283,76206.944,0.104812,0.791308,0.235540,0.503939,0.224937,0.495244,0.215379,0.514230,0.9923,Right
2284,76240.256,0.089495,0.824053,0.222835,0.535518,0.207662,0.524856,0.194321,0.545107,0.9925,Right
2285,76273.567,0.081023,0.847385,0.213427,0.547673,0.200270,0.537922,0.189014,0.559425,0.9919,Right
2286,76306.889,0.092314,0.845271,0.226970,0.538405,0.210821,0.529500,0.195140,0.551328,0.9949,Right
2287,76340.200,0.106881,0.812846,0.235505,0.508872,0.223029,0.502349,0.212509,0.523263,0.9871,Right
2288,76373.511,0.124859,0.779148,0.253542,0.488003,0.243050,0.481159,0.233679,0.498040,0.9866,Right
2289,76406.833,0.131181,0.759908,0.264074,0.483757,0.254014,0.474983,0.245383,0.485962,0.9827,Right
2290,76440.144,0.124885,0.762005,0.255725,0.495200,0.244606,0.482475,0.235113,0.492170,0.9863,Right
2291,76473.456,0.110652,0.780915,0.244147,0.496992,0.232669,0.483409,0.222024,0.496414,0.9908,Right
2292,76506.767,0.095612,0.810024,0.229968,0.520288,0.215588,0.504228,0.203411,0.517906,0.9933,Right
2293,76540.089,0.083613,0.831764,0.219413,0.534711,0.204579,0.521458,0.191914,0.539862,0.9902,Right
2294,76573.400,0.091458,0.840215,0.223114,0.534934,0.209428,0.521978,0.197286,0.540393,0.9876,Right
2295,76606.711,0.107627,0.817261,0.238903,0.510477,0.226035,0.500573,0.214102,0.517585,0.9850,Right
2296,76640.033,0.124990,0.786976,0.254826,0.495766,0.243492,0.486493,0.233753,0.502159,0.9846,Right
2297,76673.344,0.138180,0.767014,0.271308,0.487319,0.260735,0.480508,0.251882,0.491967,0.9818,Right
2298,76706.656,0.135235,0.763540,0.270312,0.500056,0.258238,0.485905,0.246120,0.493410,0.9930,Right
2299,76739.978,0.123088,0.778537,0.253597,0.497830,0.241940,0.485225,0.230961,0.498567,0.9937,Right
2300,76773.289,0.104043,0.815331,0.236132,0.530220,0.222544,0.517182,0.209619,0.531627,0.9911,Right
2301,76806.600,0.089422,0.839225,0.227663,0.539542,0.212726,0.528380,0.199285,0.548596,0.9929,Right
2302,76839.922,0.088925,0.854210,0.222751,0.549921,0.209089,0.538976,0.196167,0.560356,0.9913,Right
2303,76873.233,0.105036,0.840294,0.238763,0.530017,0.225008,0.520677,0.212458,0.540132,0.9849,Right
2304,76906.544,0.120393,0.808572,0.245762,0.500124,0.235269,0.495046,0.227464,0.514608,0.9803,Right
2305,76939.867,0.131201,0.776806,0.260761,0.484428,0.250750,0.480680,0.242715,0.498253,0.9835,Right
2306,76973.178,0.130719,0.767930,0.264446,0.485766,0.252494,0.477341,0.242054,0.492955,0.9882,Right
2307,77006.489,0.122972,0.777019,0.249119,0.486906,0.238426,0.480446,0.229817,0.499856,0.9909,Right
2308,77039.811,0.106184,0.808543,0.241356,0.509426,0.231006,0.502480,0.221631,0.522354,0.9912,Right
2309,77073.122,0.095618,0.840319,0.229282,0.534599,0.218115,0.526512,0.208426,0.547552,0.9913,Right
2310,77106.433,0.092641,0.856041,0.220188,0.546592,0.207719,0.541193,0.198088,0.564396,0.9921,Right
2311,77139.756,0.100812,0.842247,0.231144,0.523964,0.218088,0.518987,0.207709,0.541473,0.9912,Right
2312,77173.067,0.114382,0.806036,0.240368,0.494110,0.229410,0.488746,0.221293,0.509165,0.9865,Right
2313,77206.378,0.128572,0.772871,0.257691,0.481747,0.247046,0.474220,0.239159,0.489683,0.9843,Right
2314,77239.689,0.129277,0.762647,0.262762,0.482418,0.250949,0.472879,0.240135,0.485717,0.9926,Right
2315,77273.011,0.121823,0.770085,0.248374,0.484863,0.237781,0.472336,0.228543,0.486841,0.9918,Right
2316,77306.322,0.106186,0.795215,0.240647,0.500418,0.230420,0.489553,0.220147,0.505054,0.9918,Right
2317,77339.633,0.096976,0.821928,0.230435,0.522519,0.218138,0.510195,0.206981,0.528344,0.9893,Right
2318,77372.956,0.083394,0.841188,0.216416,0.544878,0.202576,0.529705,0.191557,0.546977,0.9894,Right
2319,77406.267,0.086425,0.845441,0.220414,0.538563,0.204515,0.526452,0.190918,0.546262,0.9924,Right
2320,77439.578,0.099757,0.825619,0.230265,0.515984,0.215478,0.504107,0.202429,0.522503,0.9918,Right
2321,77472.900,0.115312,0.792090,0.242253,0.496227,0.230844,0.485014,0.222346,0.499866,0.9816,Right
2322,77506.211,0.124193,0.772302,0.254969,0.490299,0.243948,0.480841,0.235306,0.492912,0.9828,Right
2323,77539.522,0.125356,0.770464,0.254779,0.500181,0.241975,0.484660,0.230124,0.494358,0.9938,Right
2324,77572.844,0.114113,0.783931,0.244710,0.498069,0.233127,0.483568,0.222498,0.496390,0.9942,Right
2325,77606.156,0.099429,0.813055,0.233088,0.522542,0.219891,0.506302,0.208209,0.519633,0.9922,Right
2326,77639.467,0.089901,0.838607,0.222422,0.538349,0.206626,0.525017,0.193153,0.542705,0.9945,Right
2327,77672.789,0.092986,0.860564,0.216845,0.546999,0.202537,0.535938,0.190315,0.555375,0.9941,Right
2328,77706.100,0.104301,0.849289,0.228744,0.531333,0.213987,0.522271,0.202129,0.540951,0.9922,Right
2329,77739.411,0.120538,0.811509,0.244324,0.512603,0.232666,0.503966,0.222795,0.519595,0.9906,Right
2330,77772.733,0.130676,0.788298,0.256422,0.497702,0.244704,0.488059,0.236044,0.500674,0.9794,Right
2331,77806.044,0.129420,0.776023,0.258546,0.503701,0.245388,0.489695,0.233452,0.500189,0.9923,Right
2332,77839.356,0.117606,0.789364,0.243018,0.498814,0.231583,0.486285,0.222749,0.501687,0.9910,Right
2333,77872.667,0.103740,0.815091,0.235313,0.516380,0.222026,0.504886,0.209709,0.521546,0.9943,Right
2334,77905.989,0.090500,0.843786,0.222387,0.545433,0.206569,0.532147,0.193766,0.549480,0.9947,Right
2335,77939.300,0.085495,0.866342,0.213644,0.558002,0.198777,0.544593,0.186825,0.563572,0.9911,Right
2336,77972.611,0.092829,0.856797,0.225719,0.550232,0.208328,0.537277,0.192767,0.555875,0.9953,Right
