frame,t_ms,wrist_x,wrist_y,index_mcp_x,index_mcp_y,middle_mcp_x,middle_mcp_y,ring_mcp_x,ring_mcp_y,hand_score,handedness
345,11643.156,,,,,,,,,,
346,11676.467,,,,,,,,,,
347,11709.778,,,,,,,,,,
348,11743.100,,,,,,,,,,
349,11776.411,,,,,,,,,,
350,11809.722,,,,,,,,,,
351,11843.044,,,,,,,,,,
352,11876.356,,,,,,,,,,
353,11909.667,,,,,,,,,,
354,11942.989,,,,,,,,,,
355,11976.300,,,,,,,,,,
356,12009.611,,,,,,,,,,
357,12042.933,,,,,,,,,,
358,12076.244,,,,,,,,,,
359,12109.556,,,,,,,,,,
360,12142.878,,,,,,,,,,
361,12176.189,,,,,,,,,,
362,12209.500,,,,,,,,,,
363,12242.822,,,,,,,,,,
364,12276.133,,,,,,,,,,
365,12309.444,,,,,,,,,,
366,12342.756,,,,,,,,,,
367,12376.078,,,,,,,,,,
368,12409.389,,,,,,,,,,
369,12442.700,,,,,,,,,,
370,12476.022,,,,,,,,,,
371,12509.333,,,,,,,,,,
372,12542.644,,,,,,,,,,
373,12575.967,,,,,,,,,,
374,12609.278,,,,,,,,,,
375,12642.589,,,,,,,,,,
376,12675.911,0.374242,0.975922,0.315907,0.921539,0.323412,0.921279,0.328832,0.923377,0.7967,Left
377,12709.222,,,,,,,,,,
378,12742.533,,,,,,,,,,
379,12775.856,,,,,,,,,,
380,12809.167,,,,,,,,,,
381,12842.478,,,,,,,,,,
382,12875.800,0.361431,0.961342,0.303457,0.917226,0.305453,0.912863,0.306766,0.911898,0.8627,Left
383,12909.111,,,,,,,,,,
384,12942.422,,,,,,,,,,
385,12975.744,,,,,,,,,,
386,13009.056,,,,,,,,,,
387,13042.367,,,,,,,,,,
388,13075.678,,,,,,,,,,
389,13109.000,,,,,,,,,,
390,13142.311,,,,,,,,,,
391,13175.622,,,,,,,,,,
392,13208.944,,,,,,,,,,
393,13242.256,,,,,,,,,,
394,13275.567,,,,,,,,,,
395,13308.889,,,,,,,,,,
396,13342.200,,,,,,,,,,
397,13375.511,,,,,,,,,,
398,13408.833,,,,,,,,,,
399,13442.144,,,,,,,,,,
400,13475.456,,,,,,,,,,
401,13508.778,,,,,,,,,,
402,13542.089,,,,,,,,,,
403,13575.400,,,,,,,,,,
404,13608.722,,,,,,,,,,
405,13642.033,,,,,,,,,,
406,13675.344,,,,,,,,,,
407,13708.656,,,,,,,,,,
408,13741.978,,,,,,,,,,
409,13775.289,,,,,,,,,,
410,13808.600,,,,,,,,,,
411,13841.922,,,,,,,,,,
412,13875.233,,,,,,,,,,
413,13908.544,,,,,,,,,,
414,13941.867,,,,,,,,,,
415,13975.178,,,,,,,,,,
416,14008.489,,,,,,,,,,
417,14041.811,,,,,,,,,,
418,14075.122,,,,,,,,,,
419,14108.433,,,,,,,,,,
420,14141.756,,,,,,,,,,
421,14175.067,,,,,,,,,,
422,14208.378,,,,,,,,,,
423,14241.700,,,,,,,,,,
424,14275.011,,,,,,,,,,
425,14308.322,,,,,,,,,,
426,14341.644,,,,,,,,,,
427,14374.956,,,,,,,,,,
428,14408.267,,,,,,,,,,
429,14441.578,,,,,,,,,,
430,14474.900,,,,,,,,,,
431,14508.211,,,,,,,,,,
432,14541.522,,,,,,,,,,
433,14574.844,,,,,,,,,,
434,14608.156,,,,,,,,,,
435,14641.467,,,,,,,,,,
436,14674.789,,,,,,,,,,
437,14708.100,,,,,,,,,,
438,14741.411,,,,,,,,,,
439,14774.733,,,,,,,,,,
440,14808.044,,,,,,,,,,
441,14841.356,,,,,,,,,,
442,14874.678,,,,,,,,,,
443,14907.989,,,,,,,,,,
444,14941.300,,,,,,,,,,
445,14974.622,,,,,,,,,,
446,15007.933,,,,,,,,,,
447,15041.244,,,,,,,,,,
448,15074.567,,,,,,,,,,
449,15107.878,,,,,,,,,,
450,15141.189,,,,,,,,,,
451,15174.511,,,,,,,,,,
452,15207.822,,,,,,,,,,
453,15241.133,,,,,,,,,,
454,15274.456,,,,,,,,,,
455,15307.767,,,,,,,,,,
456,15341.078,,,,,,,,,,
457,15374.389,,,,,,,,,,
458,15407.711,,,,,,,,,,
459,15441.022,,,,,,,,,,
460,15474.333,,,,,,,,,,
461,15507.656,,,,,,,,,,
462,15540.967,,,,,,,,,,
463,15574.278,,,,,,,,,,
464,15607.600,,,,,,,,,,
465,15640.911,,,,,,,,,,
466,15674.222,,,,,,,,,,
467,15707.544,,,,,,,,,,
468,15740.856,,,,,,,,,,
469,15774.167,,,,,,,,,,
470,15807.489,,,,,,,,,,
471,15840.800,,,,,,,,,,
472,15874.111,,,,,,,,,,
473,15907.433,,,,,,,,,,
474,15940.744,,,,,,,,,,
475,15974.056,,,,,,,,,,
476,16007.367,,,,,,,,,,
477,16040.689,,,,,,,,,,
478,16074.000,,,,,,,,,,
479,16107.311,,,,,,,,,,
480,16140.633,,,,,,,,,,
481,16173.944,,,,,,,,,,
482,16207.256,,,,,,,,,,
483,16240.578,,,,,,,,,,
484,16273.889,,,,,,,,,,
485,16307.200,,,,,,,,,,
486,16340.522,,,,,,,,,,
487,16373.833,,,,,,,,,,
488,16407.144,,,,,,,,,,
489,16440.467,,,,,,,,,,
490,16473.778,,,,,,,,,,
491,16507.089,,,,,,,,,,
492,16540.411,,,,,,,,,,
493,16573.722,,,,,,,,,,
494,16607.033,,,,,,,,,,
495,16640.356,,,,,,,,,,
496,16673.667,,,,,,,,,,
497,16706.978,,,,,,,,,,
498,16740.289,,,,,,,,,,
499,16773.611,,,,,,,,,,
500,16806.922,,,,,,,,,,
501,16840.233,,,,,,,,,,
502,16873.556,,,,,,,,,,
503,16906.867,,,,,,,,,,
504,16940.178,,,,,,,,,,
505,16973.500,,,,,,,,,,
506,17006.811,,,,,,,,,,
507,17040.122,,,,,,,,,,
508,17073.444,,,,,,,,,,
509,17106.756,,,,,,,,,,
510,17140.067,,,,,,,,,,
511,17173.389,,,,,,,,,,
512,17206.700,-0.000474,0.903230,0.111521,0.938549,0.117541,0.923918,0.117036,0.901845,0.5899,Right
513,17240.011,0.006875,0.912554,0.101095,0.900244,0.108946,0.923967,0.111484,0.936682,0.8719,Right
514,17273.333,0.025393,0.826082,0.112698,0.969577,0.134303,0.914684,0.140691,0.857964,0.9856,Right
515,17306.644,0.089031,0.859365,0.063897,0.756573,0.070444,0.837890,0.081092,0.920889,0.7955,Right
516,17339.956,0.120982,0.897958,0.049517,0.718607,0.029325,0.794985,0.032210,0.877477,0.9991,Right
517,17373.267,0.145362,0.902882,0.060048,0.686926,0.041598,0.759857,0.045291,0.841820,0.9952,Right
518,17406.589,0.150295,0.884383,0.076796,0.651515,0.056793,0.717472,0.058396,0.796242,0.9988,Right
519,17439.900,0.165169,0.853241,0.089480,0.617220,0.071191,0.684566,0.073203,0.765300,0.9983,Right
520,17473.211,0.173829,0.843973,0.105645,0.596251,0.088125,0.663929,0.090515,0.745222,0.9985,Right
521,17506.533,0.176963,0.853142,0.121368,0.579430,0.103132,0.654684,0.108476,0.740634,0.9992,Right
522,17539.844,0.184385,0.860086,0.137655,0.582737,0.119507,0.656790,0.126157,0.743348,0.9989,Right
523,17573.156,0.184636,0.862497,0.155135,0.590632,0.139830,0.668618,0.149387,0.758040,0.9996,Right
524,17606.478,0.186204,0.884896,0.172696,0.607701,0.159571,0.682515,0.169916,0.771452,0.9999,Right
525,17639.789,0.186470,0.914117,0.183971,0.628481,0.175816,0.702008,0.185546,0.788674,0.9998,Right
526,17673.100,0.190252,0.916723,0.193192,0.650474,0.190658,0.731914,0.203287,0.822372,0.9995,Right
527,17706.422,0.204772,0.925266,0.203930,0.664857,0.200111,0.749318,0.209544,0.839939,0.9992,Right
528,17739.733,0.198532,0.927633,0.205958,0.682905,0.207640,0.768647,0.222418,0.862114,0.9997,Right
529,17773.044,0.203493,0.946731,0.211133,0.717185,0.210545,0.805458,0.224302,0.898500,0.9992,Right
530,17806.367,0.211957,0.941291,0.212178,0.728755,0.210153,0.824104,0.222569,0.915738,0.9973,Right
531,17839.678,0.223479,0.973174,0.217096,0.748478,0.212591,0.845666,0.223016,0.941992,0.9979,Right
532,17872.989,0.217953,0.989680,0.210578,0.769182,0.205350,0.866072,0.215905,0.962940,0.9974,Right
533,17906.311,0.217091,1.014564,0.206750,0.778960,0.205323,0.868478,0.218927,0.958062,0.9986,Right
534,17939.622,0.206464,1.020593,0.210018,0.784608,0.208516,0.873402,0.219941,0.962655,0.9979,Right
535,17972.933,0.213383,1.020502,0.211107,0.798560,0.210570,0.882605,0.222174,0.966296,0.9929,Right
536,18006.256,,,,,,,,,,
537,18039.567,0.200899,0.939126,0.214666,0.791574,0.207232,0.868164,0.213311,0.940944,0.9536,Right
538,18072.878,0.193606,1.001671,0.212206,0.808544,0.217714,0.888048,0.231489,0.960757,0.9652,Right
539,18106.200,0.188595,0.988965,0.207685,0.805879,0.214941,0.878986,0.231175,0.949876,0.9750,Right
540,18139.511,0.185321,0.991660,0.216732,0.805629,0.224257,0.883151,0.238999,0.956148,0.9847,Right
541,18172.822,0.171290,1.011766,0.194675,0.838874,0.185971,0.918937,0.194492,1.003583,0.9924,Right
542,18206.144,0.180064,0.995907,0.201552,0.838061,0.205091,0.918017,0.217262,0.991265,0.9459,Right
543,18239.456,0.178395,0.963918,0.217268,0.808148,0.218151,0.891265,0.228078,0.967240,0.9436,Right
544,18272.767,0.169205,0.968920,0.200068,0.816141,0.191663,0.901262,0.195323,0.986290,0.9886,Right
545,18306.078,0.152674,1.014664,0.185455,0.845270,0.174232,0.926844,0.177943,1.015436,0.9924,Right
546,18339.400,0.153676,1.043921,0.178283,0.852763,0.170908,0.943326,0.173042,1.033341,0.9521,Right
547,18372.711,0.160374,1.065685,0.180183,0.846880,0.170153,0.934340,0.169612,1.024856,0.9672,Right
548,18406.022,0.153824,1.045473,0.173528,0.850234,0.172820,0.943232,0.180376,1.026419,0.9829,Right
549,18439.344,0.128713,1.046627,0.167395,0.851487,0.162646,0.938779,0.166713,1.023007,0.9793,Right
550,18472.656,0.120520,1.037245,0.161732,0.843545,0.152695,0.928141,0.154837,1.020258,0.9759,Right
551,18505.967,0.102923,1.036763,0.152745,0.850212,0.144188,0.938813,0.145641,1.031446,0.9824,Right
552,18539.289,0.097792,1.047640,0.150490,0.849952,0.141510,0.925540,0.140974,1.014085,0.9808,Right
553,18572.600,0.093648,1.052759,0.141175,0.858752,0.130297,0.940067,0.128567,1.027880,0.9604,Right
554,18605.911,0.094775,1.044465,0.139646,0.856128,0.126336,0.940528,0.121881,1.026384,0.9805,Right
555,18639.233,0.102995,1.046197,0.136291,0.844654,0.117227,0.930852,0.111861,1.016412,0.9912,Right
556,18672.544,,,,,,,,,,
557,18705.856,0.121703,0.996773,0.154328,0.800810,0.124347,0.846723,0.106983,0.908740,0.9808,Right
558,18739.178,,,,,,,,,,
559,18772.489,0.100651,0.999634,0.155299,0.803198,0.121005,0.849007,0.099136,0.916901,0.9898,Right
560,18805.800,,,,,,,,,,
561,18839.122,,,,,,,,,,
562,18872.433,,,,,,,,,,
563,18905.744,0.091422,1.017594,0.142428,0.798686,0.099700,0.820227,0.069165,0.881937,0.9918,Right
564,18939.056,0.080542,1.028567,0.139343,0.823834,0.097268,0.843148,0.066313,0.902772,0.9981,Right
565,18972.378,0.095573,0.867626,0.110710,0.909278,0.077012,0.962561,0.051726,0.998761,0.7477,Right
566,19005.689,0.075999,0.958892,0.163821,0.860875,0.175525,0.910524,0.181400,0.956312,0.7992,Left
567,19039.000,,,,,,,,,,
568,19072.322,,,,,,,,,,
569,19105.633,,,,,,,,,,
570,19138.944,,,,,,,,,,
571,19172.267,,,,,,,,,,
572,19205.578,,,,,,,,,,
573,19238.889,0.009230,0.916985,0.090582,0.758787,0.047193,0.791493,0.009176,0.851694,0.9930,Right
574,19272.211,0.033192,0.786735,0.081773,0.746355,0.034067,0.777659,-0.002998,0.816322,0.9771,Right
575,19305.522,0.006077,0.823446,0.097576,0.692269,0.048359,0.721268,0.005895,0.767022,0.9892,Right
576,19338.833,0.007507,0.817754,0.109296,0.656690,0.058204,0.692718,0.014395,0.754505,0.9964,Right
577,19372.156,0.025660,0.808533,0.118332,0.625764,0.068232,0.658796,0.028186,0.715935,0.9941,Right
578,19405.467,0.033244,0.760259,0.118615,0.599680,0.068701,0.644462,0.029470,0.711198,0.9987,Right
579,19438.778,0.038836,0.727571,0.118964,0.586447,0.066453,0.637898,0.027583,0.707784,0.9976,Right
580,19472.100,0.038582,0.711221,0.125408,0.572026,0.072821,0.619559,0.032788,0.685710,0.9980,Right
581,19505.411,0.042308,0.681159,0.120879,0.563270,0.066854,0.620684,0.029028,0.691653,0.9981,Right
582,19538.722,0.034441,0.649787,0.119222,0.555151,0.063945,0.607805,0.024076,0.675895,0.9990,Right
583,19572.044,0.043625,0.640366,0.109685,0.565686,0.062354,0.622995,0.030284,0.687280,0.9975,Right
584,19605.356,0.024782,0.635007,0.108008,0.558640,0.061838,0.617951,0.028819,0.684703,0.9989,Right
585,19638.667,0.020992,0.624524,0.111794,0.547642,0.065000,0.601850,0.030268,0.667998,0.9972,Right
586,19671.978,0.016485,0.614611,0.112261,0.547021,0.067145,0.599118,0.031908,0.662794,0.9977,Right
587,19705.300,0.018646,0.600818,0.114592,0.540248,0.070131,0.587516,0.034890,0.648535,0.9969,Right
588,19738.611,0.016669,0.589899,0.116859,0.534225,0.072391,0.579864,0.036105,0.639278,0.9949,Right
589,19771.922,0.026643,0.588178,0.113908,0.533523,0.069937,0.573988,0.034004,0.629651,0.9954,Right
590,19805.244,0.016560,0.589778,0.107692,0.524510,0.064047,0.563659,0.026657,0.617592,0.9965,Right
591,19838.556,0.004524,0.593821,0.110341,0.508467,0.063465,0.536400,0.021534,0.584482,0.9967,Right
592,19871.867,0.000602,0.601587,0.122827,0.490380,0.073301,0.508044,0.024862,0.555071,0.9995,Right
593,19905.189,0.005780,0.654454,0.127828,0.492152,0.078915,0.493253,0.029798,0.522499,0.9989,Right
594,19938.500,0.021474,0.637885,0.130130,0.484619,0.081581,0.491421,0.035615,0.526911,0.9996,Right
595,19971.811,0.015092,0.627332,0.138522,0.481592,0.091030,0.487198,0.045530,0.522771,0.9997,Right
596,20005.133,0.019995,0.651711,0.149560,0.499608,0.099272,0.500844,0.052021,0.539997,0.9997,Right
597,20038.444,0.020396,0.674446,0.148976,0.511324,0.099201,0.509685,0.052417,0.546494,0.9996,Right
598,20071.756,0.019184,0.686811,0.135370,0.510139,0.087270,0.509913,0.041849,0.547029,0.9997,Right
599,20105.078,0.016742,0.667165,0.124626,0.504234,0.078134,0.502090,0.032592,0.533491,0.9994,Right
600,20138.389,0.016281,0.675451,0.121776,0.494819,0.076299,0.490094,0.031258,0.519496,0.9994,Right
601,20171.700,0.022951,0.660523,0.131538,0.497285,0.083764,0.492110,0.036535,0.520141,0.9996,Right
602,20205.022,0.023044,0.672588,0.142858,0.508323,0.095300,0.501503,0.048922,0.530374,0.9999,Right
603,20238.333,0.001792,0.684478,0.147668,0.525044,0.098890,0.526392,0.052420,0.573203,0.9999,Right
604,20271.644,0.016824,0.724396,0.148183,0.551285,0.099113,0.546744,0.053613,0.586934,0.9998,Right
605,20304.956,0.016615,0.723745,0.127711,0.537623,0.076876,0.536380,0.028748,0.576187,0.9998,Right
606,20338.278,-0.010610,0.717899,0.107456,0.544009,0.065245,0.536229,0.020034,0.563749,0.9990,Right
607,20371.589,-0.011427,0.693375,0.104439,0.541973,0.059833,0.539633,0.014558,0.573574,0.9997,Right
608,20404.900,-0.014229,0.692762,0.108016,0.544822,0.061848,0.541564,0.015051,0.575011,0.9997,Right
609,20438.222,-0.017165,0.692068,0.114463,0.561719,0.064303,0.559949,0.013826,0.594841,0.9999,Right
610,20471.533,-0.016380,0.719038,0.119147,0.579489,0.069231,0.579696,0.017266,0.616883,0.9998,Right
611,20504.844,-0.027388,0.711369,0.113811,0.589317,0.064253,0.588494,0.013091,0.621577,0.9994,Right
612,20538.167,-0.032296,0.714695,0.100134,0.589985,0.057321,0.590503,0.009374,0.618680,0.9967,Right
613,20571.478,-0.027384,0.721171,0.087014,0.595262,0.053749,0.587579,0.014430,0.606149,0.9979,Right
614,20604.789,-0.033957,0.677027,0.067643,0.586299,0.035005,0.592059,-0.001912,0.619892,0.9979,Right
615,20638.111,-0.049909,0.658753,0.069346,0.589259,0.036023,0.594145,-0.002106,0.621751,0.9988,Right
616,20671.422,-0.034321,0.619775,0.074585,0.595452,0.043557,0.604214,0.009535,0.629344,0.9944,Right
617,20704.733,-0.005444,0.636445,0.071186,0.622193,0.047137,0.637160,0.021118,0.669568,0.8146,Right
618,20738.056,,,,,,,,,,
619,20771.367,,,,,,,,,,
620,20804.678,,,,,,,,,,
621,20838.000,,,,,,,,,,
622,20871.311,,,,,,,,,,
623,20904.622,,,,,,,,,,
624,20937.944,,,,,,,,,,
625,20971.256,-0.049518,0.946923,0.064843,0.692151,0.030819,0.691007,-0.007532,0.729650,0.9959,Right
626,21004.567,-0.061717,0.910088,0.074179,0.702973,0.043325,0.709015,0.007172,0.749465,0.9980,Right
627,21037.889,-0.086668,0.857419,0.052816,0.710971,0.026580,0.729838,-0.008765,0.777857,0.9973,Right
628,21071.200,-0.109198,0.862775,0.025517,0.720410,-0.002133,0.735655,-0.035263,0.773268,0.9903,Right
629,21104.511,-0.100203,0.918809,0.017980,0.748734,-0.004206,0.754876,-0.033009,0.783282,0.9769,Right
630,21137.833,-0.065190,0.968377,0.027496,0.774907,0.007684,0.757171,-0.019771,0.764272,0.9759,Right
631,21171.144,,,,,,,,,,
632,21204.456,,,,,,,,,,
633,21237.767,,,,,,,,,,
634,21271.089,,,,,,,,,,
635,21304.400,,,,,,,,,,
636,21337.711,,,,,,,,,,
637,21371.033,,,,,,,,,,
638,21404.344,,,,,,,,,,
639,21437.656,,,,,,,,,,
640,21470.978,,,,,,,,,,
641,21504.289,,,,,,,,,,
642,21537.600,,,,,,,,,,
643,21570.922,,,,,,,,,,
644,21604.233,,,,,,,,,,
645,21637.544,,,,,,,,,,
646,21670.867,,,,,,,,,,
647,21704.178,,,,,,,,,,
648,21737.489,,,,,,,,,,
649,21770.811,,,,,,,,,,
650,21804.122,,,,,,,,,,
651,21837.433,,,,,,,,,,
652,21870.756,,,,,,,,,,
653,21904.067,,,,,,,,,,
654,21937.378,,,,,,,,,,
655,21970.689,,,,,,,,,,
656,22004.011,,,,,,,,,,
657,22037.322,,,,,,,,,,
658,22070.633,,,,,,,,,,
659,22103.956,,,,,,,,,,
660,22137.267,,,,,,,,,,
661,22170.578,,,,,,,,,,
662,22203.900,,,,,,,,,,
663,22237.211,-0.042414,0.957694,0.064655,0.661119,0.031941,0.672319,0.001265,0.716890,0.9867,Right
664,22270.522,-0.032089,0.921849,0.095998,0.657744,0.050459,0.681266,0.005001,0.740731,0.9985,Right
665,22303.844,-0.057191,0.880376,0.112920,0.670068,0.074117,0.689635,0.033129,0.748730,0.9981,Right
666,22337.156,-0.074174,0.833617,0.110186,0.665505,0.078272,0.690484,0.041396,0.747271,0.9939,Right
667,22370.467,-0.093737,0.855612,0.081208,0.661794,0.044777,0.690148,0.003631,0.748137,0.9899,Right
668,22403.789,-0.117401,0.835130,0.061065,0.645219,0.039075,0.662026,0.008361,0.704329,0.9895,Right
669,22437.100,-0.129622,0.795103,0.053622,0.639097,0.029710,0.651814,-0.003203,0.691595,0.9930,Right
670,22470.411,-0.124162,0.752819,0.054553,0.627879,0.030807,0.662263,-0.000303,0.716782,0.9870,Right
671,22503.733,-0.099332,0.740027,0.078103,0.646667,0.046624,0.685257,0.009772,0.746097,0.9918,Right
672,22537.044,-0.056095,0.766358,0.113964,0.645449,0.081953,0.682183,0.044510,0.744676,0.9958,Right
673,22570.356,-0.038731,0.753504,0.126606,0.659436,0.095977,0.691746,0.062094,0.743214,0.9663,Right
674,22603.667,-0.041790,0.758520,0.123211,0.641884,0.090003,0.676401,0.052284,0.737409,0.9947,Right
675,22636.989,-0.074044,0.733559,0.093690,0.637811,0.066677,0.687297,0.028517,0.754658,0.9904,Right
676,22670.300,0.535572,0.883538,0.454349,0.625224,0.408760,0.718048,0.379018,0.810206,0.9898,Left
677,22703.611,-0.119792,0.667810,0.043013,0.617007,0.014279,0.654690,-0.020159,0.707801,0.9789,Right
678,22736.933,0.534787,0.878834,0.463838,0.635948,0.415994,0.722618,0.382414,0.807114,0.9889,Left
679,22770.244,0.532587,0.882603,0.461247,0.642396,0.415081,0.728777,0.382978,0.813731,0.9731,Left
680,22803.556,-0.012385,0.690856,0.034440,0.713400,0.052558,0.673433,0.071358,0.664908,0.9749,Left
681,22836.878,0.540126,0.893883,0.487098,0.642341,0.442094,0.717195,0.408831,0.800355,0.9412,Left
682,22870.189,-0.029006,0.827085,0.138773,0.597895,0.091371,0.602003,0.045890,0.643463,0.9944,Right
683,22903.500,-0.021535,0.830137,0.122197,0.579013,0.078344,0.589898,0.030096,0.635453,0.9979,Right
684,22936.822,-0.049725,0.765617,0.105624,0.562015,0.063952,0.560318,0.017779,0.592820,0.9986,Right
685,22970.133,-0.018328,0.770917,0.124232,0.557947,0.083089,0.555198,0.037290,0.591620,0.9991,Right
686,23003.444,-0.012126,0.760508,0.146154,0.563122,0.105911,0.563218,0.062646,0.604074,0.9995,Right
687,23036.767,0.002896,0.757347,0.168796,0.574571,0.127346,0.571541,0.081042,0.612028,0.9994,Right
688,23070.078,0.011536,0.780597,0.167582,0.573924,0.124814,0.569335,0.078568,0.603744,0.9992,Right
689,23103.389,-0.007986,0.750502,0.149076,0.548378,0.108568,0.544353,0.064484,0.578016,0.9993,Right
690,23136.711,-0.010082,0.732954,0.141684,0.531957,0.100835,0.526568,0.056514,0.559487,0.9993,Right
691,23170.022,0.009843,0.728331,0.153993,0.528390,0.112502,0.523883,0.068108,0.558854,0.9993,Right
692,23203.333,0.022099,0.723543,0.175337,0.537805,0.132296,0.532190,0.086759,0.567054,0.9993,Right
693,23236.656,0.024681,0.734465,0.186938,0.558981,0.144783,0.553560,0.100239,0.593227,0.9994,Right
694,23269.967,0.029085,0.760768,0.186708,0.562883,0.141566,0.556731,0.094702,0.591830,0.9996,Right
695,23303.278,0.017161,0.751327,0.168017,0.544888,0.125971,0.540637,0.081978,0.574261,0.9994,Right
696,23336.589,0.011428,0.742007,0.149585,0.529365,0.106120,0.529551,0.062051,0.565712,0.9995,Right
697,23369.911,0.000108,0.723629,0.147767,0.531772,0.104913,0.533090,0.060983,0.569707,0.9995,Right
698,23403.222,-0.001088,0.720001,0.162401,0.546254,0.122809,0.538317,0.078403,0.572146,0.9994,Right
699,23436.533,0.029555,0.748233,0.182850,0.559325,0.138280,0.551938,0.090766,0.590524,0.9990,Right
700,23469.856,0.024347,0.738214,0.179677,0.557841,0.135424,0.556295,0.090199,0.593902,0.9996,Right
701,23503.167,0.021683,0.748752,0.165206,0.543108,0.121382,0.541702,0.076841,0.578134,0.9995,Right
702,23536.478,0.007558,0.745857,0.144113,0.535268,0.099063,0.534204,0.055000,0.571654,0.9994,Right
703,23569.800,0.002179,0.743530,0.127468,0.527291,0.080627,0.530735,0.034960,0.569629,0.9996,Right
704,23603.111,0.002054,0.741744,0.130539,0.534445,0.082800,0.536417,0.037206,0.577455,0.9997,Right
705,23636.422,0.017681,0.762938,0.145976,0.550871,0.097542,0.553925,0.051320,0.594820,0.9997,Right
706,23669.744,-0.000135,0.765563,0.147029,0.565733,0.102174,0.571359,0.059322,0.616585,0.9998,Right
707,23703.056,0.008028,0.781886,0.141180,0.570987,0.096736,0.580841,0.052422,0.625871,0.9995,Right
708,23736.367,-0.013047,0.772786,0.113318,0.562297,0.066490,0.569674,0.019870,0.612758,0.9996,Right
709,23769.689,-0.031676,0.747973,0.096439,0.557585,0.052673,0.562941,0.007379,0.602558,0.9995,Right
710,23803.000,-0.055919,0.698138,0.089681,0.558467,0.052628,0.562965,0.014577,0.598181,0.9991,Right
711,23836.311,-0.066793,0.633080,0.080633,0.553283,0.042758,0.580090,0.002493,0.631561,0.9977,Right
712,23869.633,-0.050448,0.624148,0.092841,0.572956,0.060918,0.605479,0.022377,0.654121,0.9960,Right
713,23902.944,-0.021111,0.640921,0.109560,0.577536,0.075365,0.596743,0.036379,0.642200,0.9958,Right
714,23936.256,0.000123,0.633194,0.126447,0.584399,0.098574,0.603667,0.066791,0.645707,0.9928,Right
715,23969.578,0.015240,0.660209,0.151945,0.582284,0.121161,0.610989,0.084228,0.663354,0.9979,Right
716,24002.889,0.024728,0.671806,0.166302,0.578116,0.137347,0.613945,0.105722,0.670762,0.9936,Right
717,24036.200,0.033124,0.682548,0.173616,0.588725,0.147019,0.635962,0.116739,0.701440,0.9974,Right
718,24069.511,0.020929,0.685015,0.167677,0.601567,0.143044,0.655947,0.111937,0.728599,0.9989,Right
719,24102.833,0.000579,0.713963,0.157362,0.626696,0.129422,0.694434,0.097379,0.772631,0.9968,Right
720,24136.144,-0.026690,0.737832,0.140386,0.650152,0.109926,0.723373,0.076737,0.805903,0.9951,Right
721,24169.456,-0.052750,0.759096,0.108447,0.662857,0.078246,0.744337,0.048089,0.830421,0.9955,Right
722,24202.778,0.478058,0.915642,0.482926,0.549029,0.422578,0.609003,0.374025,0.683101,0.9964,Left
723,24236.089,-0.095747,0.713061,0.064505,0.645766,0.032129,0.730945,0.000208,0.815066,0.9941,Right
724,24269.400,0.480951,0.909650,0.488390,0.527628,0.429610,0.594561,0.382454,0.674291,0.9955,Left
725,24302.722,-0.084961,0.708631,0.091850,0.634688,0.060269,0.711691,0.026567,0.796503,0.9934,Right
726,24336.033,-0.048039,0.679508,0.124113,0.637084,0.090983,0.713026,0.055142,0.792980,0.9935,Right
